M, Cohen, Frédéric, M9, 5639
F, Babin, Lina, M6, 8000
F, Buisine, Lana, M8, 7825
F, Brassart, Anna, M6, 9354
F, Bernardin, Morgane, M4, 10588
F, Lemasson, Marie, ELITE_2, 4683
F, Billon, Sofia, M4, 6441
F, Da, Jeanne, M6, 4089
F, Berthon, Lena, ELITE_1, 3755
F, Fuchs, Meline, M1, 8512
F, Gambier, Rose, M5, 3784
F, Leriche, Faustine, M8, 5404
F, Jouve, Oceane, M4, 5475
F, Cochet, Amelie, M7, 5778
F, Martineau, Heloise, M4, 7855
F, Talbot, Jade, M1, 10306
F, Cortes, Mathilde, M8, 10028
F, Travers, Agathe, M7, 4830
F, Guinot, Amandine, ELITE_2, 5737
F, Achard, Anna, M7, 5712
F, Carlier, Lucie, M8, 7855
F, Feuillet, Ninon, ELITE_2, 9102
F, Faucheux, Faustine, M5, 3872
F, Morin, Rose, M6, 9635
F, Colomb, Alicia, M5, 10726
F, Martel, Faustine, M9, 8793
F, Levesque, Nina, M3, 9424
F, Bouchet, Pauline, M3, 4491
F, Girardot, Ambre, M1, 5628
F, Gazeau, Cassandra, M1, 10083
F, Gueguen, Gabrielle, M6, 5442
F, Morin, Agathe, ELITE_2, 9330
F, Derrien, Amandine, M2, 6460
F, Grimaldi, Clara, M3, 6985
F, Belliard, Camille, M3, 7786
F, Thevenin, Laurine, ELITE_2, 8289
F, Moulin, Clemence, ELITE_2, 6637
F, Peyron, Laura, M6, 4717
F, Leblanc, Fanny, M8, 4285
F, Raimbault, Margot, M2, 8851
F, Bardon, Ambre, ELITE_2, 9605
F, Pierrat, Romane, M9, 6816
F, Le, Zoe, M6, 4352
F, Paulet, Lily, M2, 7065
F, Mayer, Lea, M1, 4231
F, Fevre, Marion, M3, 4658
F, Hugot, Claire, ELITE_2, 6636
F, Joncour, Ninon, M5, 6888
F, Rouanet, Margaux, M1, 5516
F, Boisseau, Clementine, M6, 7432
F, Ducasse, Noemie, M5, 9772
F, Derouet, Morgane, M5, 4610
F, Metais, Louane, M7, 9605
F, Gomes, Nina, M1, 7486
F, James, Camille, M7, 8325
F, Martel, Luna, M6, 5442
F, Guillemain, Sara, M8, 6663
F, Ortega, Carla, M3, 9803
F, Dalle, Manon, M6, 7381
F, Mace, Maelys, M7, 4145
F, Flahaut, Justine, M5, 5106
F, Brasseur, Clara, ELITE_2, 8706
F, Grillet, Leane, M2, 6704
F, Thery, Agathe, ELITE_1, 8959
F, Richaud, Lilou, M8, 8579
F, Declercq, Loane, M4, 3990
F, Routier, Celia, M6, 5946
F, Lievre, Emilie, M3, 9804
F, Tixier, Elise, M7, 6634
F, Hugot, Anais, M4, 5293
F, Bonnefoy, Pauline, M1, 7843
F, Bousseau, Olivia, ELITE_1, 10312
F, Bonnet, Lina, M1, 9487
F, Jestin, Anais, M5, 3761
F, Le, Cloe, M2, 8298
F, Schwartz, Loane, ELITE_1, 7225
F, Rouillard, Alice, M4, 7150
F, Bechet, Maelle, M6, 8721
F, Mancini, Romane, M7, 9853
F, Bourges, Eloise, M1, 9928
F, Grondin, Fanny, M1, 8384
F, Ferrier, Leonie, M5, 6494
F, Tardif, Lea, M7, 6462
F, Quintin, Ninon, M6, 9069
F, Martini, Oceane, M2, 4166
F, Carpentier, Lucie, ELITE_2, 7208
F, Cortes, Emma, ELITE_1, 10348
F, Bernier, Carla, M1, 8007
F, Pham, Laurine, M9, 7808
F, Baillet, Romane, M8, 8344
F, Roman, Cloe, M6, 6302
F, Riviere, Pauline, M6, 8251
F, Bastien, Cloe, M3, 4308
F, Dujardin, Sara, M6, 7772
F, Dupouy, Anais, M9, 8272
F, Vannier, Andrea, ELITE_1, 6875
F, Jacquet, Maelys, M8, 8407
F, Geslin, Oceane, M5, 4615
F, Borde, Cassandra, M7, 10207
F, Gruel, Maelys, M7, 3667
F, Ortega, Rose, M9, 7561
F, Bodet, Candice, M6, 10254
F, Grolleau, Leane, ELITE_1, 5771
F, Simoes, Anna, M2, 10549
F, Duchesne, Loane, M6, 6424
F, Le, Romane, ELITE_2, 7085
F, Roth, Lisa, ELITE_2, 8059
F, Verdier, Chloe, M3, 4431
F, Lecointe, Zoe, ELITE_1, 4645
F, Delpierre, Loane, M3, 5981
F, Bonhomme, Marine, M3, 4878
F, Cadot, Marion, M7, 4277
F, Geslin, Lena, ELITE_1, 10709
F, Basset, Gabrielle, M2, 8273
F, Lapierre, Sara, M7, 8596
F, Barret, Marine, M9, 10467
F, Douay, Cloe, M2, 5477
F, Billard, Ambre, M1, 7414
F, Marque, Leane, M9, 7007
F, Duquesne, Julie, ELITE_2, 7910
F, Costa, Marie, M4, 10523
F, Valette, Clarisse, M7, 10710
F, Beck, Melissa, M7, 7920
F, Copin, Camille, ELITE_2, 8305
F, Dauphin, Celia, M5, 10298
F, Vergnaud, Anais, M8, 7018
F, Lehmann, Coline, M2, 7339
F, Loriot, Maelys, M2, 5001
F, Pascual, Amelie, M4, 9628
F, Delaunay, Juliette, M5, 8516
F, Rodriguez, Elise, ELITE_2, 8083
F, Lam, Leonie, M7, 10316
F, Pichot, Maeva, M4, 5341
F, Merle, Laurine, M9, 8758
F, Compagnon, Lola, M1, 6366
F, Millot, Eloise, ELITE_2, 4660
F, Rossi, Yasmine, M8, 6817
F, Rousseau, Lana, ELITE_1, 7270
F, Lam, Julie, ELITE_1, 10783
F, Baret, Marie, ELITE_2, 5704
F, Quesnel, Mathilde, M2, 4895
F, Herman, Anais, M9, 8717
F, Charles, Marie, M8, 8589
F, Bonnet, Lena, M4, 9687
F, Canet, Marine, M3, 7504
F, Mignot, Laura, M2, 6021
F, Jerome, Zoe, M9, 8203
F, Ducros, Louane, M3, 9315
F, Richaud, Angelina, M8, 9332
F, Huchet, Louise, M4, 10765
F, Le, Julia, M4, 10236
F, Bunel, Yasmine, M6, 3959
F, Fourrier, Romane, M8, 5973
F, Mary, Lena, M4, 4775
F, Charlot, Coline, M8, 9279
F, Forestier, Clementine, M5, 5035
F, David, Capucine, ELITE_2, 10797
F, Renaud, Maelle, M8, 9889
F, Fournet, Lina, M1, 5319
F, Marot, Cloe, M5, 6520
F, Rousseau, Ambre, M2, 4849
F, Benoist, Leane, M5, 9516
F, Mevel, Ninon, M6, 4812
F, Grenier, Olivia, ELITE_2, 6596
F, Pillet, Chloe, M9, 3777
F, Momo, Maelle, M4, 9089
F, Guerard, Ambre, M7, 10747
F, Gicquel, Marie, M7, 7801
F, Blouin, Margaux, M1, 10543
F, Talon, Mathilde, M3, 7579
F, Hermann, Zoe, M6, 6700
F, Didier, Nina, ELITE_2, 10071
F, Pannetier, Flavie, M4, 4260
F, Jeannot, Faustine, ELITE_1, 8084
F, Barthe, Mathilde, M6, 5604
F, Giroud, Eva, M4, 5941
F, Juan, Leonie, M1, 7904
F, Lefort, Leane, ELITE_2, 9853
F, Valette, Elena, ELITE_1, 6530
F, Parisot, Lilou, M3, 7821
F, Dupre, Leane, M2, 7492
F, Simoes, Amelie, M3, 10430
F, Servant, Faustine, ELITE_1, 3694
F, Beraud, Louane, ELITE_1, 4564
F, Fevre, Lily, ELITE_2, 8621
F, Martin, Jeanne, M4, 9080
F, Peyron, Loane, M5, 10354
F, Godart, Margaux, M1, 7907
F, Thibaud, Luna, M3, 6485
F, Blin, Juliette, M1, 7261
F, Girault, Maelle, M3, 9346
F, Lamblin, Emilie, M1, 8329
F, Fouche, Fanny, M1, 8790
F, Michelet, Chloe, M5, 6415
F, Le, Lou, ELITE_1, 10020
F, Charlier, Clara, M1, 6290
F, Pinet, Anna, M9, 5847
F, Herman, Juliette, M6, 10086
F, Savary, Elise, M1, 4341
F, Goujon, Juliette, M2, 3932
F, Casanova, Candice, ELITE_1, 6555
F, Rollin, Andrea, M4, 8284
F, Girault, Pauline, M7, 8605
F, Berthier, Cloe, M7, 7315
F, Jouve, Alice, M9, 9433
F, Fortier, Lou, ELITE_2, 4556
F, Chesnel, Myriam, M2, 9443
F, Bucher, Louane, M4, 9232
F, Lion, Candice, M9, 7454
F, Cadet, Ambre, M3, 3705
F, Villemin, Celia, M7, 7726
F, Rose, Amelie, M4, 7855
F, Voisin, Solene, M9, 7882
F, Rouanet, Faustine, M3, 8775
F, Garcin, Alice, M4, 9342
F, Jourdain, Emilie, M9, 5501
F, Colson, Lily, M4, 4466
F, Gerard, Jeanne, ELITE_2, 5519
F, Chabot, Fanny, M4, 10328
F, Ferrer, Lise, M4, 4498
F, Cauvin, Louane, M9, 9819
F, Viaud, Lilou, ELITE_2, 6299
F, Peron, Romane, M6, 10715
F, Penot, Marion, ELITE_1, 7956
F, Seite, Justine, M4, 7246
F, Rousselle, Emma, ELITE_1, 6051
F, Bouteiller, Flavie, M5, 9959
F, Renaux, Lola, M8, 9049
F, Duboc, Marie, M6, 5293
F, Barrois, Andrea, ELITE_2, 4265
F, Loyer, Marie, M1, 5676
F, Renault, Clemence, ELITE_1, 9374
F, Joseph, Lana, M4, 6805
F, Clement, Loane, M2, 8335
F, Giroux, Anais, M6, 9534
F, Rouge, Lea, M3, 7183
F, Turpin, Chloe, ELITE_2, 6154
F, Lalanne, Laura, ELITE_1, 8116
F, Cadiou, Margaux, M2, 5292
F, Dupin, Lily, ELITE_2, 5266
F, Sellier, Luna, M6, 4729
F, Lacour, Elsa, M5, 4925
F, Barriere, Marine, M6, 6807
F, Canu, Maelle, M2, 10286
F, Silvestre, Capucine, M1, 4184
F, Delacroix, Melissa, ELITE_2, 4095
F, Brassart, Salome, M5, 6642
F, Lerat, Marie, M8, 4192
F, Metzger, Sarah, M4, 7072
F, Colle, Myriam, M5, 4636
F, Gil, Lise, M6, 6532
F, Servant, Alexia, M9, 3649
F, Gontier, Clemence, ELITE_1, 4540
F, Bouchet, Anais, ELITE_1, 8352
F, Letellier, Candice, M9, 6557
F, Girault, Pauline, M7, 9920
F, Lam, Lucie, ELITE_2, 8461
F, Duchemin, Eloise, M8, 8025
F, Chabaud, Clementine, M6, 7620
F, Vergne, Oceane, ELITE_1, 6633
F, Bontemps, Lilou, M3, 10559
F, Humbert, Emma, M4, 4673
F, Gallet, Loane, ELITE_1, 3794
F, Routier, Jeanne, M1, 7054
F, Jestin, Emma, ELITE_1, 6738
F, Mallard, Amandine, ELITE_2, 4166
F, Burel, Valentine, M3, 4597
F, Alonso, Elisa, M7, 4867
F, Blondel, Elisa, M2, 4039
F, Galtier, Rose, M5, 10466
F, Gougeon, Margaux, M2, 4564
F, Montagne, Victoria, ELITE_2, 5073
F, Doucet, Luna, M7, 4565
F, Mounier, Fanny, M5, 8152
F, Monfort, Maeva, M6, 6355
F, Lamour, Clemence, M5, 8734
F, Lopes, Jeanne, M9, 5330
F, Beaudoin, Ines, ELITE_1, 5498
F, Aymard, Alicia, M3, 8075
F, Cotte, Loane, M7, 8181
F, Person, Anais, M5, 8593
F, Bataille, Carla, M1, 9557
F, Bois, Capucine, M5, 10578
F, Pierson, Maelle, M8, 9081
